trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
737,False,"{'a': 0.7, 'e': 0.0006069297394912994}",25,11,25.718758348476282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.7, 'e': 0.0006008604420963865}",20,0,29.74539390380423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
739,False,"{'a': 0.7, 'e': 0.0005948518376754226}",30,19,21.0655393720888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.7, 'e': 0.0005889033192986683}",20,6,-18.026572760087806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
741,False,"{'a': 0.7, 'e': 0.0005830142861056817}",20,6,26.658394710768125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.7, 'e': 0.0005771841432446248}",25,1,17.07019789318343,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
743,False,"{'a': 0.7, 'e': 0.0005714123018121785}",20,0,34.559613698049255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.7, 'e': 0.0005656981787940568}",25,15,6.0905172643565315,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.7, 'e': 0.0005600411970061162}",30,20,18.712324505171157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.7, 'e': 0.000554440785036055}",20,13,11.682852455515938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.7, 'e': 0.0005488963771856945}",25,12,25.880358784929918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.7, 'e': 0.0005434074134138375}",25,13,21.326438045146908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.7, 'e': 0.0005379733392796991}",25,14,22.27408643141796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.7, 'e': 0.0005325936058869021}",30,15,30.387096220371518,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.7, 'e': 0.0005272676698280331}",20,6,20.981628590707366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.7, 'e': 0.0005219949931297528}",20,3,26.68222805831612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.7, 'e': 0.0005167750431984553}",25,0,41.322379167403035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.7, 'e': 0.0005116072927664706}",20,9,22.959682566407587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.7, 'e': 0.000506491219838806}",25,12,21.790924747825315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.7, 'e': 0.0005014263076404179}",25,15,18.487605690537418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.7, 'e': 0.0004964120445640137}",20,10,19.0633925534381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.7, 'e': 0.0004914479241183736}",25,15,18.80568846377811,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.7, 'e': 0.00048653344487718987}",25,18,8.031780422754668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.7, 'e': 0.00048166811042841797}",25,14,19.288580888577226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.7, 'e': 0.0004768514293241338}",30,15,27.965916627089996,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.7, 'e': 0.00047208291503089244}",20,11,19.053414065229425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.7, 'e': 0.0004673620858805835}",25,14,19.120032956450945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.7, 'e': 0.00046268846502177765}",25,16,14.192386856809081,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.7, 'e': 0.0004580615803715599}",20,10,16.631175908410075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.7, 'e': 0.0004534809645678443}",20,3,28.443875051835395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.7, 'e': 0.00044894615492216584}",20,13,10.54221156210359,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.7, 'e': 0.00044445669337294416}",25,11,24.324779679003512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.7, 'e': 0.0004400121264392147}",25,14,23.34610282845679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.7, 'e': 0.0004356120051748226}",20,16,5.902041021406765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.7, 'e': 0.00043125588512307435}",20,7,16.86002460660655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.7, 'e': 0.0004269433262718436}",20,3,27.95316560011228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.7, 'e': 0.0004226738930091252}",35,18,31.614076182182693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.7, 'e': 0.0004184471540790339}",30,8,38.37641153720313,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.7, 'e': 0.0004142626825382436}",20,0,24.59456137071151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
776,False,"{'a': 0.7, 'e': 0.0004101200557128611}",25,5,32.98648322713703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.7, 'e': 0.0004060188551557325}",25,14,18.889790143731044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.7, 'e': 0.0004019586666041752}",25,7,28.157684375201388,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.7, 'e': 0.0003979390799381334}",30,7,37.5831069728913,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.7, 'e': 0.00039395968913875207}",20,0,29.511654457196144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.7, 'e': 0.00039002009224736457}",25,18,11.606138392746955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.7, 'e': 0.0003861198913248909}",20,12,17.749093948934284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.7, 'e': 0.000382258692411642}",20,16,6.700372430036575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.7, 'e': 0.00037843610548752557}",25,6,30.692545511417624,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.7, 'e': 0.00037465174443265033}",20,3,18.309476997978166,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.7, 'e': 0.0003709052269883238}",30,18,22.14522834987429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.7, 'e': 0.0003671961747184406}",30,15,27.46255484485699,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.7, 'e': 0.00036352421297125613}",25,18,15.454879439962497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.7, 'e': 0.0003598889708415436}",25,11,23.845080953266528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.7, 'e': 0.00035629008113312815}",25,4,35.755255505855786,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.7, 'e': 0.0003527271803217969}",20,8,24.287951530517034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.7, 'e': 0.0003491999085185789}",20,4,25.499292849979682,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.7, 'e': 0.0003457079094333931}",25,13,23.444038091061355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.7, 'e': 0.00034225083033905917}",25,5,35.60500738457856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.7, 'e': 0.0003388283220356686}",20,0,29.063084639167712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
796,False,"{'a': 0.7, 'e': 0.00033544003881531186}",25,7,33.54790503281973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.7, 'e': 0.00033208563842715877}",30,8,34.5166676229631,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.7, 'e': 0.00032876478204288715}",20,0,29.527908206901557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
799,False,"{'a': 0.7, 'e': 0.0003254771342224583}",25,0,33.64892468153802,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
800,False,"{'a': 0.7, 'e': 0.0003222223628802337}",25,6,34.31903567215612,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.7, 'e': 0.00031900013925143135}",20,8,23.38480874926036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.7, 'e': 0.00031581013785891707}",25,17,13.344163512421686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.7, 'e': 0.0003126520364803279}",25,14,18.793930405023456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.7, 'e': 0.0003095255161155246}",20,16,6.743652875922748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.7, 'e': 0.00030643026095436934}",20,3,25.69791372207692,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.7, 'e': 0.00030336595834482564}",20,8,1.7804603887346893,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
807,False,"{'a': 0.7, 'e': 0.0003003322987613774}",20,10,19.972279142405053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.7, 'e': 0.0002973289757737636}",30,16,23.427326065495603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.7, 'e': 0.000294355686016026}",35,3,49.24956501144934,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.7, 'e': 0.0002914121291558657}",20,9,19.251737998491045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.7, 'e': 0.00028849800786430707}",35,24,21.420446179264115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.7, 'e': 0.000285613027785664}",20,6,26.372248743108464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.7, 'e': 0.00028275689750780733}",25,12,21.134347045663926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.7, 'e': 0.0002799293285327293}",30,15,30.41116597428193,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.7, 'e': 0.00027713003524740195}",20,16,9.354664083218426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.7, 'e': 0.00027435873489492794}",25,14,21.275373787302442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.7, 'e': 0.00027161514754597864}",30,10,40.10712787413495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.7, 'e': 0.00026889899607051887}",20,16,8.56109641517071,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.7, 'e': 0.0002662100061098137}",30,14,26.66299910190738,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.7, 'e': 0.00026354790604871554}",25,9,28.948776023519535,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.7, 'e': 0.0002609124269882284}",25,16,17.089904247971692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.7, 'e': 0.0002583033027183461}",25,11,25.821307458168338,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.7, 'e': 0.00025572026969116266}",20,13,14.196404453542272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.7, 'e': 0.000253163066994251}",20,8,23.653295877910423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.7, 'e': 0.0002506314363243085}",20,14,10.110086780759046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.7, 'e': 0.0002481251219610654}",20,0,29.354589479705176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.7, 'e': 0.0002456438707414548}",25,0,38.95034873397067,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
828,False,"{'a': 0.7, 'e': 0.0002431874320340402}",20,6,25.695728925471204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.7, 'e': 0.00024075555771369982}",20,3,26.36522791698113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.7, 'e': 0.0002383480021365628}",25,7,32.93224734807027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.7, 'e': 0.00023596452211519718}",25,12,23.07062331892021,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.7, 'e': 0.0002336048768940452}",20,13,15.06580764424678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.7, 'e': 0.00023126882812510475}",20,4,30.152070152021953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.7, 'e': 0.0002289561398438537}",20,5,29.941927717057915,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.7, 'e': 0.00022666657844541514}",20,12,18.006930281005886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.7, 'e': 0.000224399912660961}",20,15,10.61396753451061,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.7, 'e': 0.00022215591353435139}",25,10,20.10290392378154,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.7, 'e': 0.0002199343543990079}",25,12,24.24930956576221,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.7, 'e': 0.0002177350108550178}",20,13,12.523441680400886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.7, 'e': 0.00021555766074646761}",25,14,18.862692147317176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.7, 'e': 0.00021340208413900294}",25,15,21.589234320259756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.7, 'e': 0.00021126806329761292}",30,18,25.210779840023502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.7, 'e': 0.00020915538266463678}",25,14,24.988884385813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.7, 'e': 0.0002070638288379904}",25,17,15.177897357286906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.7, 'e': 0.0002049931905496105}",25,9,27.694482569373548,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.7, 'e': 0.0002029432586441144}",25,0,37.53392633660821,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.7, 'e': 0.00020091382605767324}",20,3,29.767980257187148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.7, 'e': 0.0001989046877970965}",20,13,12.390953650464594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.7, 'e': 0.00019691564091912553}",25,5,35.44223626756602,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.7, 'e': 0.00019494648450993428}",20,6,24.145143281441275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.7, 'e': 0.00019299701966483496}",25,14,23.09871165233883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.7, 'e': 0.00019106704946818658}",20,14,12.27611519020407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.7, 'e': 0.00018915637897350473}",30,8,38.565764830606284,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.7, 'e': 0.00018726481518376966}",20,0,27.64890243117818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
855,False,"{'a': 0.7, 'e': 0.00018539216703193198}",30,12,32.46808989106998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.7, 'e': 0.00018353824536161266}",25,9,31.117960385478035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.7, 'e': 0.00018170286290799652}",20,10,18.319618685145908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.7, 'e': 0.00017988583427891656}",20,8,22.252614806300947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.7, 'e': 0.0001780869759361274}",30,22,14.536530688999296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.7, 'e': 0.00017630610617676613}",20,7,19.429315886132052,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.7, 'e': 0.00017454304511499845}",20,0,29.72505794541379,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
862,False,"{'a': 0.7, 'e': 0.00017279761466384847}",20,7,22.132226271969433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.7, 'e': 0.00017106963851720998}",20,3,26.181160706929123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.7, 'e': 0.00016935894213203787}",20,10,20.958385775530154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.7, 'e': 0.00016766535271071751}",20,10,16.589466174661958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.7, 'e': 0.0001659886991836103}",30,14,28.732602123003456,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.7, 'e': 0.00016432881219177422}",20,14,10.100110428868968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.7, 'e': 0.00016268552406985647}",20,0,30.660099408271872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
869,False,"{'a': 0.7, 'e': 0.0001610586688291579}",25,7,28.807207628577967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.7, 'e': 0.00015944808214086634}",20,10,22.562082833224345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.7, 'e': 0.00015785360131945767}",25,3,32.251557458642495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.7, 'e': 0.00015627506530626307}",30,10,34.67747774307165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.7, 'e': 0.00015471231465320046}",25,11,24.683404116791692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.7, 'e': 0.00015316519150666843}",20,0,31.7458811173076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
875,False,"{'a': 0.7, 'e': 0.00015163353959160176}",20,8,20.369986353926286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.7, 'e': 0.00015011720419568574}",20,5,28.543104967441074,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.7, 'e': 0.00014861603215372889}",20,11,16.55951983789625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.7, 'e': 0.00014712987183219158}",20,7,21.46148318599945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.7, 'e': 0.00014565857311386968}",25,12,25.247027885311297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.7, 'e': 0.00014420198738273097}",20,14,12.095437746446873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.7, 'e': 0.00014275996750890367}",20,4,27.27937128100294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.7, 'e': 0.00014133236783381463}",20,0,27.34109628403658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
883,False,"{'a': 0.7, 'e': 0.0001399190441554765}",20,12,16.325849427637458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.7, 'e': 0.00013851985371392172}",20,12,15.286913354844966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.7, 'e': 0.0001371346551767825}",30,4,41.8666557105572,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.7, 'e': 0.00013576330862501469}",30,18,22.193697454632616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.7, 'e': 0.00013440567553876453}",20,11,16.976978539029147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.7, 'e': 0.00013306161878337688}",30,15,23.34634185240504,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.7, 'e': 0.00013173100259554311}",25,14,19.165159355297448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.7, 'e': 0.00013041369256958768}",20,11,13.504304158184786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.7, 'e': 0.0001291095556438918}",25,13,25.51997027867527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.7, 'e': 0.00012781846008745287}",25,17,11.35503748445821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.7, 'e': 0.00012654027548657834}",30,23,14.741364817925929,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.7, 'e': 0.00012527487273171256}",20,9,22.36913169339707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.7, 'e': 0.00012402212400439543}",25,15,16.973332735256022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.7, 'e': 0.00012278190276435148}",25,17,13.589008285930875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.7, 'e': 0.00012155408373670797}",20,11,-5.545406778614945,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
898,False,"{'a': 0.7, 'e': 0.00012033854289934088}",25,7,36.51657991503012,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.7, 'e': 0.00011913515747034747}",25,12,28.653180407654535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.7, 'e': 0.00011794380589564399}",30,19,21.975265421037832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.7, 'e': 0.00011676436783668756}",20,11,17.109821770726683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.7, 'e': 0.00011559672415832068}",20,12,16.987801250086736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.7, 'e': 0.00011444075691673747}",25,0,37.29098890045475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
904,False,"{'a': 0.7, 'e': 0.0001132963493475701}",25,10,27.57275957424297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.7, 'e': 0.00011216338585409439}",20,0,29.213878407612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
906,False,"{'a': 0.7, 'e': 0.00011104175199555346}",20,11,16.42616023160797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.7, 'e': 0.00010993133447559791}",25,19,10.478388846340968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.7, 'e': 0.00010883202113084194}",20,7,24.445336217827133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.7, 'e': 0.00010774370091953352}",30,13,32.4125737653498,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.7, 'e': 0.00010666626391033817}",20,5,21.530987054624482,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.7, 'e': 0.00010559960127123479}",30,10,34.767872493435156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.7, 'e': 0.00010454360525852245}",25,8,30.489585274336765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.7, 'e': 0.00010349816920593722}",20,10,15.540331887032345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.7, 'e': 0.00010246318751387785}",25,16,20.404700589722502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.7, 'e': 0.00010143855563873907}",20,8,24.27725364335849,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.7, 'e': 0.00010042417008235167}",30,12,30.322631865943297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.7, 'e': 9.941992838152817e-05}",25,6,28.856779134387764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.7, 'e': 9.842572909771288e-05}",20,6,18.467606985680998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.7, 'e': 9.744147180673575e-05}",20,0,30.78105248357597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
